,latitude,longitude,property_type,accommodates,bathrooms_text,bedrooms,beds
6347,33.9921,-118.46812,Entire loft,6,2.5 baths,2.0,2.0
6348,34.15413,-118.4453,Private room in condominium,2,1 bath,1.0,1.0
6350,34.08692,-118.35708999999999,Entire house,4,1 bath,2.0,3.0
6353,34.09928,-118.34446000000001,Private room in apartment,1,1 shared bath,1.0,1.0
6355,34.18181,-118.66127,Private room in house,1,1 shared bath,1.0,1.0
6358,34.18616,-118.52998999999998,Private room in house,2,1 private bath,1.0,1.0
6359,34.06799,-118.35555,Entire apartment,7,2 baths,2.0,3.0
6360,34.06475,-118.2678,Entire apartment,2,1 bath,1.0,1.0
6364,34.202890000000004,-118.53877,Entire house,1,1 bath,1.0,4.0
6365,34.02995,-118.30698000000001,Private room in house,2,1 shared bath,1.0,1.0
6366,33.9948,-118.47643000000001,Entire apartment,2,1 bath,1.0,1.0
6367,33.9933,-118.46144,Entire house,5,1 bath,2.0,4.0
6369,34.142990000000005,-118.36148999999999,Entire house,4,1 bath,1.0,2.0
6372,34.00882,-118.35367,Entire house,9,3 baths,3.0,4.0
6374,34.0321,-118.40131000000001,Entire house,14,7.5 baths,7.0,6.0
6378,34.05233,-118.28048999999999,Private room in house,2,2 shared baths,1.0,1.0
6379,33.978429999999996,-118.46448999999998,Entire apartment,6,2 baths,2.0,3.0
6380,34.10159,-118.34598000000001,Entire apartment,4,1 bath,1.0,1.0
6381,34.08574,-118.34236000000001,Private room in apartment,1,1 bath,1.0,1.0
6386,34.159,-118.42629,Entire bungalow,4,1 bath,2.0,2.0
6388,34.00189,-118.46206000000001,Entire house,5,2 baths,3.0,3.0
6389,34.06122,-118.44202,Entire condominium,6,2 baths,2.0,5.0
6391,34.18101,-118.37312,Private room in house,2,1 private bath,1.0,1.0
6392,34.08596,-118.34783999999999,Private room in house,2,1 shared bath,1.0,1.0
6396,33.99447,-118.47798,Entire house,10,1.5 baths,4.0,4.0
6402,34.09401,-118.3321,Entire townhouse,4,2 baths,2.0,2.0
6403,34.02857,-118.28322,Entire apartment,4,2 baths,2.0,2.0
6404,34.058440000000004,-118.25006,Entire apartment,4,1.5 baths,1.0,3.0
6407,34.07754,-118.37498000000001,Entire villa,8,4 baths,4.0,4.0
6419,33.98555,-118.46296000000001,Entire house,8,3.5 baths,4.0,5.0
6420,34.12343,-118.34275,Entire house,4,1 bath,2.0,2.0
6422,34.005179999999996,-118.43267,Entire house,2,1 bath,1.0,2.0
6424,34.165459999999996,-118.42185,Entire guest suite,2,1 bath,1.0,1.0
6429,34.09753,-118.33593,Entire house,6,1 bath,2.0,3.0
6431,34.13423,-118.23295,Entire house,2,1 bath,1.0,1.0
6434,34.15648,-118.36482,Entire house,8,2 baths,3.0,5.0
6436,34.09975,-118.27056,Entire guesthouse,2,1 bath,1.0,1.0
6442,34.27298,-118.53811,Entire guest suite,6,1 bath,2.0,3.0
6447,34.06105,-118.44415,Entire apartment,6,2 baths,2.0,2.0
6448,34.062,-118.44312,Entire apartment,4,2 baths,2.0,2.0
6451,34.1235,-118.21995,Entire townhouse,2,1.5 baths,1.0,1.0
6452,34.09277,-118.23668,Private room in house,2,1 private bath,1.0,1.0
6454,34.04015,-118.46037,Entire apartment,3,1 bath,1.0,1.0
6455,34.092220000000005,-118.34223999999999,Entire apartment,4,1 bath,2.0,3.0
6459,34.12294,-118.22066000000001,Entire townhouse,6,3.5 baths,3.0,3.0
6460,34.16539,-118.36639,Entire condominium,3,1.5 baths,2.0,2.0
6471,34.09485,-118.34023,Entire house,6,2 baths,2.0,2.0
6472,33.95172,-118.26274,Private room in house,2,1 private bath,1.0,1.0
6482,34.06455,-118.27793999999999,Entire townhouse,4,1 bath,2.0,1.0
6484,34.08379,-118.2685,Entire house,4,1 bath,2.0,2.0
6487,33.98303,-118.46821000000001,Entire loft,6,1 bath,1.0,2.0
6488,34.0413,-118.35115,Private room in house,1,1 shared bath,1.0,1.0
6491,34.13774,-118.38525,Entire apartment,3,1 bath,1.0,2.0
6492,34.062,-118.44312,Entire apartment,4,2 baths,2.0,3.0
6493,34.062,-118.44312,Entire apartment,3,1 bath,1.0,1.0
6498,34.07244,-118.38291000000001,Entire apartment,2,1 bath,1.0,1.0
6500,34.06557,-118.36554,Private room in apartment,2,1 bath,1.0,1.0
6501,34.16873,-118.53922,Entire house,16,6 baths,6.0,8.0
6506,34.062,-118.44312,Entire apartment,4,2 baths,2.0,3.0
6507,34.05692,-118.31593000000001,Private room in house,2,1 shared bath,1.0,1.0
6510,34.0599,-118.44115,Entire apartment,5,2 baths,2.0,2.0
6512,34.07383,-118.36509,Entire apartment,2,1 bath,1.0,1.0
6513,34.05407,-118.2796,Private room in house,2,4 shared baths,1.0,2.0
6514,34.01636,-118.32276,Entire guesthouse,2,1 bath,1.0,2.0
6515,34.17253,-118.38893,Entire apartment,3,1 bath,1.0,1.0
6518,34.00002,-118.47168,Entire bungalow,6,2 baths,3.0,3.0
6519,34.10423,-118.29193000000001,Entire apartment,4,1 bath,1.0,1.0
6524,33.9921,-118.47538,Entire house,7,3.5 baths,3.0,7.0
6525,34.00398,-118.45152,Entire bungalow,4,1 bath,2.0,2.0
6527,34.049490000000006,-118.51763000000001,Private room in house,1,1 private bath,1.0,2.0
6528,33.99287,-118.45463000000001,Entire house,2,1 bath,1.0,1.0
6529,34.17257,-118.41022,Entire condominium,5,1 bath,2.0,3.0
6532,33.99818,-118.47416000000001,Entire guesthouse,3,1 bath,1.0,2.0
6541,33.991409999999995,-118.47808,Entire house,6,2 baths,3.0,5.0
6543,33.99752,-118.43767,Private room in apartment,2,1 bath,1.0,1.0
6544,34.10366,-118.32432,Entire serviced apartment,4,1.5 baths,2.0,2.0
6547,33.98373,-118.4621,Entire house,4,1 bath,1.0,1.0
6548,34.03233,-118.40018,Entire apartment,3,1 bath,1.0,1.0
6549,34.110620000000004,-118.33332,Private room in apartment,1,1 bath,1.0,1.0
6550,34.03926,-118.45702,Entire apartment,4,1 bath,1.0,2.0
6555,34.10548,-118.33267,Entire apartment,2,1 bath,1.0,1.0
6558,33.9557,-118.4403,Private room in apartment,2,1 private bath,1.0,1.0
6562,34.04503,-118.25291000000001,Entire loft,10,1 bath,3.0,6.0
6567,34.08558,-118.21014,Entire house,3,1 bath,1.0,1.0
6568,34.04079,-118.46405,Entire apartment,4,2 baths,2.0,3.0
6570,34.05425,-118.34204,Private room in house,1,1 bath,1.0,1.0
6573,34.12438,-118.37545,Private room in house,2,1 shared bath,1.0,2.0
6574,34.086999999999996,-118.27818,Entire house,2,1 bath,1.0,1.0
6576,34.08379,-118.31895,Entire apartment,6,1 bath,2.0,3.0
6579,34.07734,-118.35113,Private room in house,3,1 private bath,1.0,2.0
6587,34.04403,-118.36616000000001,Entire house,6,2 baths,3.0,4.0
6589,34.10138,-118.27763999999999,Entire house,4,1.5 baths,2.0,3.0
6591,34.04724,-118.46067,Entire apartment,4,1 bath,1.0,0.0
6594,34.1051,-118.28027,Entire apartment,3,1 bath,1.0,1.0
6598,34.04558,-118.2509,Entire loft,6,1 bath,1.0,2.0
6601,34.00925,-118.42258000000001,Entire apartment,2,1 bath,2.0,2.0
6610,34.00008,-118.42251,Private room in house,2,1.5 shared baths,1.0,1.0
6611,34.07867,-118.35648,Entire apartment,3,1 bath,1.0,1.0
6614,34.14824,-118.42286000000001,Private room in condominium,1,1 private bath,1.0,1.0
6616,34.20108,-118.51997,Private room in townhouse,1,1 private bath,1.0,1.0
6617,34.01145,-118.42756999999999,Entire apartment,2,1 bath,1.0,1.0
6618,34.15931,-118.5098,Entire house,5,1.5 baths,2.0,2.0
6623,34.05455,-118.38178,Private room in house,2,1 private bath,1.0,1.0
6624,34.052929999999996,-118.3809,Private room in house,2,1 private bath,1.0,1.0
6625,33.99899,-118.42406000000001,Entire guest suite,2,1 bath,1.0,1.0
6638,33.99054,-118.42527,Private room in house,2,1 shared bath,1.0,1.0
6639,34.18793,-118.47977,Entire bungalow,4,1 bath,2.0,2.0
6647,34.09098,-118.23658999999999,Entire guesthouse,6,2 baths,2.0,3.0
6655,34.04486,-118.25178999999999,Entire loft,4,1 bath,2.0,2.0
6658,34.04985,-118.24911000000002,Entire apartment,5,1 bath,1.0,2.0
6662,34.13689,-118.21683,Entire apartment,2,1 bath,1.0,1.0
6665,34.09604,-118.35058000000001,Entire apartment,4,1 bath,1.0,1.0
6666,34.18185,-118.37721,Private room in house,2,1 private bath,1.0,0.0
6673,34.13514,-118.44908000000001,Entire house,8,3.5 baths,4.0,4.0
6676,34.046409999999995,-118.24999,Entire loft,3,1 bath,1.0,2.0
6682,34.00887,-118.42063,Entire apartment,2,1 bath,1.0,1.0
6683,34.04105,-118.25804,Entire apartment,6,1 bath,2.0,3.0
6684,34.10655,-118.27473,Entire house,6,2 baths,3.0,4.0
6686,34.10465,-118.34912,Private room in apartment,2,1 private bath,1.0,1.0
6687,34.07927,-118.27672,Private room in house,1,1 shared bath,1.0,0.0
6689,34.07867,-118.27688,Entire house,5,2 baths,2.0,2.0
6690,34.07741,-118.35043,Private room in house,3,1 shared bath,1.0,2.0
6692,34.066,-118.25106000000001,Private room in apartment,2,1 shared bath,1.0,1.0
6693,34.049479999999996,-118.44169,Private room in apartment,2,1 private bath,1.0,1.0
6697,34.11593,-118.39256999999999,Entire house,10,5.5 baths,5.0,6.0
6699,33.99033,-118.45338999999998,Entire house,6,2 baths,2.0,2.0
6700,34.17938,-118.38273000000001,Entire bungalow,6,1 bath,2.0,1.0
6704,34.0499,-118.3306,Entire apartment,4,1 bath,2.0,2.0
6709,34.12099,-118.32332,Entire house,4,1 bath,2.0,2.0
6711,34.07695,-118.31598000000001,Entire apartment,3,1 bath,1.0,1.0
6714,34.071999999999996,-118.38363999999999,Private room in apartment,2,1 private bath,1.0,1.0
6719,34.1711,-118.64646,Shared room in house,1,1.5 shared baths,1.0,0.0
6724,34.003240000000005,-118.45222,Entire house,4,3 baths,6.0,4.0
6727,34.072720000000004,-118.31108,Private room in house,2,1.5 baths,1.0,1.0
6729,34.167840000000005,-118.52363999999999,Private room in apartment,2,1 private bath,1.0,1.0
6730,34.05069,-118.38132,Entire guesthouse,3,1 bath,1.0,2.0
6732,34.1048,-118.26613,Private room in house,2,1 shared bath,1.0,1.0
6735,34.15128,-118.38551000000001,Entire apartment,8,2 baths,3.0,3.0
6736,34.11182,-118.28469,Entire condominium,1,1 bath,1.0,1.0
6737,34.1139,-118.38896000000001,Entire house,6,2 baths,3.0,3.0
6739,34.16583,-118.36778000000001,Entire apartment,3,1 bath,1.0,2.0
6741,34.041270000000004,-118.44638,Private room in apartment,2,1 private bath,1.0,1.0
6744,34.09527,-118.34626999999999,Private room in condominium,2,1 shared bath,1.0,1.0
6745,33.99414,-118.46105,Entire guesthouse,2,1 bath,1.0,1.0
6747,34.144020000000005,-118.37468,Entire apartment,6,2 baths,2.0,4.0
6750,34.051159999999996,-118.36952,Shared room in house,1,2 shared baths,1.0,3.0
6755,34.000409999999995,-118.47183999999999,Entire townhouse,2,1 bath,1.0,1.0
6756,34.11586,-118.32065,Entire house,5,2 baths,2.0,2.0
6758,34.16302,-118.59941,Private room in house,6,1.5 baths,1.0,2.0
6764,34.00628,-118.44431999999999,Entire house,8,3 baths,5.0,5.0
6767,34.04229,-118.37785,Private room in house,2,1 private bath,1.0,1.0
6770,33.99116,-118.46847,Private room in apartment,2,1 shared bath,1.0,1.0
6771,34.08875,-118.23383000000001,Entire guesthouse,5,2 baths,2.0,2.0
6773,34.04166,-118.25706000000001,Entire apartment,6,1 bath,2.0,3.0
6775,34.04175,-118.25796000000001,Entire apartment,4,1 bath,1.0,2.0
6786,34.07672,-118.36963999999999,Entire apartment,2,1 bath,1.0,1.0
6787,33.98823,-118.47222,Entire serviced apartment,4,1 bath,1.0,4.0
6791,34.096740000000004,-118.30527,Private room in house,2,1 shared bath,1.0,1.0
6793,34.04229,-118.37785,Private room in house,2,1.5 shared baths,1.0,1.0
6796,34.12376,-118.21647,Entire apartment,4,1 bath,1.0,2.0
6799,34.120059999999995,-118.26268999999999,Entire house,4,1 bath,2.0,2.0
6801,34.00108,-118.46694,Entire bungalow,6,2 baths,3.0,3.0
6803,34.15363,-118.38696999999999,Private room in apartment,1,1 shared bath,1.0,1.0
6804,34.19748,-118.41278999999999,Private room in apartment,2,1 private bath,1.0,1.0
6805,34.08787,-118.27441,Entire apartment,2,1 bath,1.0,1.0
6810,34.037,-118.46486000000002,Entire house,2,1 bath,1.0,1.0
6811,33.99326,-118.46111,Entire house,6,3.5 baths,3.0,3.0
6812,33.97835,-118.46345,Entire apartment,3,1 bath,1.0,2.0
6813,34.10285,-118.33304,Entire apartment,2,1 bath,1.0,1.0
6814,34.055690000000006,-118.46678,Private room in apartment,2,1 private bath,1.0,2.0
6815,34.18571,-118.37149,Entire house,6,1.5 baths,2.0,2.0
6818,33.97428,-118.4595,Entire apartment,6,2 baths,2.0,3.0
6821,34.084559999999996,-118.31605,Private room in apartment,2,1 private bath,1.0,1.0
6822,34.23444,-118.48963,Entire guesthouse,2,1 bath,1.0,1.0
6824,33.99237,-118.44313000000001,Entire house,8,2 baths,3.0,12.0
6829,34.1003,-118.34945,Entire apartment,3,1 bath,1.0,1.0
6830,34.12017,-118.32364,Entire house,8,2 baths,3.0,4.0
6840,33.99572,-118.47200000000001,Private room in apartment,1,1 shared bath,1.0,1.0
6843,34.20106,-118.44203999999999,Private room in townhouse,1,1 private bath,1.0,1.0
6844,34.09324,-118.27486,Private room in house,2,1 shared bath,1.0,1.0
6845,34.04903,-118.29348999999999,Private room in house,2,1 shared bath,1.0,1.0
6846,34.18493,-118.3835,Entire apartment,2,1 bath,1.0,1.0
6848,34.12359,-118.2068,Entire apartment,3,1 bath,3.0,2.0
6850,34.0525,-118.35198999999999,Entire apartment,3,1 bath,1.0,1.0
6851,34.04108,-118.43218,Entire house,6,1 bath,2.0,3.0
6854,34.101929999999996,-118.3465,Private room in apartment,5,1.5 shared baths,1.0,3.0
6857,33.99538,-118.4798,Entire house,7,2 baths,3.0,3.0
6864,34.04857,-118.25203,Entire loft,2,1 bath,1.0,2.0
6865,34.09318,-118.28438,Entire apartment,2,1 bath,1.0,1.0
6868,34.07918,-118.26998,Private room in house,1,1 private bath,1.0,1.0
6870,34.03983,-118.45034,Private room in condominium,2,1 shared bath,1.0,1.0
6872,33.98733,-118.47166999999999,Entire house,2,2.5 baths,1.0,1.0
6874,34.05004,-118.3685,Private room in house,4,1 shared bath,1.0,2.0
6882,34.10573,-118.34024,Entire apartment,2,1 bath,1.0,1.0
6884,34.16487,-118.45266000000001,Entire apartment,2,1 bath,1.0,1.0
6887,34.05807,-118.31233,Private room in apartment,2,1 bath,1.0,1.0
6895,34.09659,-118.25895,Entire bungalow,5,1 bath,2.0,3.0
6902,34.025209999999994,-118.33963,Entire townhouse,8,1 bath,3.0,6.0
6904,34.03722,-118.50882,Entire house,6,2 baths,3.0,3.0
6906,34.08979,-118.2722,Entire apartment,6,1 bath,2.0,3.0
6908,34.0591,-118.31423000000001,Private room in house,2,1 shared bath,1.0,1.0
6910,33.76153,-118.30872,Private room in townhouse,3,1 private bath,1.0,3.0
6916,34.10233,-118.27423,Entire house,10,3 baths,5.0,5.0
6917,34.11204,-118.28703999999999,Private room in apartment,1,1 bath,1.0,1.0
6919,34.11022,-118.25218000000001,Entire house,5,1 bath,2.0,2.0
6921,34.16859,-118.42891999999999,Entire bungalow,7,1 bath,2.0,5.0
6925,34.03864,-118.45307,Private room in townhouse,2,1 private bath,1.0,2.0
6927,34.111259999999994,-118.25108,Entire apartment,5,2 baths,2.0,2.0
6928,34.06091,-118.44073,Entire apartment,5,2 baths,2.0,2.0
6929,33.99991,-118.46923999999999,Entire guesthouse,3,1 bath,1.0,2.0
6931,34.117740000000005,-118.20873,Private room in house,2,1 private bath,1.0,1.0
6932,34.07612,-118.37428,Shared room in house,1,2 shared baths,1.0,6.0
6934,34.11606,-118.20855,Private room in house,2,1 private bath,1.0,1.0
6936,34.04724,-118.45388,Private room in apartment,2,1 bath,1.0,1.0
6937,33.99942,-118.31387,Entire apartment,2,1 bath,1.0,1.0
6938,34.18496,-118.65855,Entire villa,5,2.5 baths,5.0,5.0
6944,34.10197,-118.3214,Entire condominium,4,1.5 baths,1.0,2.0
6945,34.11784,-118.31205,Private room in house,3,1 shared bath,1.0,0.0
6946,34.0975,-118.27342,Private room in house,4,1 private bath,2.0,2.0
6948,34.18121,-118.54665,Entire house,6,2 baths,3.0,3.0
6949,34.05657,-118.37092,Entire house,2,1.5 baths,1.0,1.0
6950,34.141259999999996,-118.46363000000001,Entire house,4,2 baths,2.0,2.0
6960,34.107240000000004,-118.31336999999999,Entire apartment,2,1 bath,1.0,1.0
6961,34.04972,-118.30691000000002,Private room in house,2,3 shared baths,1.0,1.0
6965,34.07812,-118.37478999999999,Shared room in house,1,2 shared baths,1.0,6.0
6966,34.077940000000005,-118.37298999999999,Shared room in house,1,2 shared baths,1.0,6.0
6967,34.08941,-118.24611000000002,Entire house,2,1 bath,1.0,1.0
6969,34.07785,-118.37338000000001,Shared room in house,1,2 shared baths,1.0,4.0
6970,34.078070000000004,-118.37491000000001,Shared room in house,1,2 shared baths,1.0,6.0
6971,34.04609,-118.26267,Entire loft,2,1 bath,1.0,2.0
6976,34.10471,-118.31023,Entire apartment,2,1 bath,1.0,1.0
6977,34.07373,-118.36228,Entire apartment,3,1 bath,1.0,0.0
6979,34.05352,-118.43761,Private room in apartment,2,1 private bath,1.0,1.0
6980,34.05307,-118.43706999999999,Private room in apartment,1,2 shared baths,1.0,1.0
6984,34.11355,-118.27394,Entire apartment,4,1 bath,2.0,2.0
6990,34.16579,-118.37494,Private room in condominium,2,1 shared bath,1.0,1.0
6991,34.06557,-118.3522,Entire apartment,5,2 baths,2.0,2.0
6992,33.99394,-118.45005,Entire guesthouse,2,1 bath,1.0,1.0
6993,34.10427,-118.37228999999999,Entire house,3,2.5 baths,3.0,3.0
6995,34.04805,-118.25106000000001,Private room in apartment,2,1 shared bath,1.0,1.0
7000,33.985640000000004,-118.44501000000001,Private room in apartment,4,1 bath,1.0,1.0
7002,34.02946,-118.35931000000001,Entire guest suite,1,1 bath,1.0,2.0
7004,34.08166,-118.256,Entire apartment,3,1 bath,1.0,2.0
7008,33.9973,-118.47576000000001,Private room in house,2,1 shared bath,1.0,1.0
7011,34.0532,-118.44458,Entire condominium,2,1 bath,1.0,1.0
7014,34.09787,-118.34709,Private room in apartment,2,1 private bath,1.0,1.0
7027,34.18015,-118.38128999999999,Entire guesthouse,2,1 bath,1.0,1.0
7029,34.0092,-118.42075,Entire apartment,1,1 bath,1.0,1.0
7035,34.099709999999995,-118.31336,Entire apartment,4,1 bath,1.0,2.0
7037,34.09382,-118.27346000000001,Entire house,6,2 baths,3.0,3.0
7038,34.0277,-118.40498999999998,Private room in condominium,1,1 shared bath,1.0,1.0
7039,34.20149,-118.51365,Entire house,12,4 baths,5.0,7.0
7040,33.957209999999996,-118.41693000000001,Private room in apartment,2,1 private bath,1.0,1.0
7042,34.234759999999994,-118.48938000000001,Entire guest suite,2,1 bath,1.0,1.0
7043,34.14536,-118.39486000000001,Entire apartment,3,1 bath,1.0,1.0
7044,34.05365,-118.33973999999999,Entire apartment,4,1 bath,2.0,3.0
7045,34.0473,-118.37402,Private room in apartment,2,1 shared bath,1.0,1.0
7049,34.18743,-118.49091999999999,Entire guest suite,2,1.5 baths,1.0,2.0
7050,34.05382,-118.26093,Entire apartment,4,2 baths,2.0,2.0
7052,33.98213,-118.43327,Entire townhouse,4,2.5 baths,2.0,2.0
7053,34.20104,-118.56933000000001,Private room in condominium,2,1 private bath,1.0,1.0
7057,33.98487,-118.46837,Private room in house,2,1 private bath,1.0,2.0
7059,34.086079999999995,-118.36876000000001,Entire guesthouse,3,1 bath,1.0,1.0
7060,34.157959999999996,-118.602,Entire apartment,6,1 bath,1.0,1.0
7061,34.05715,-118.25287,Entire apartment,4,1 bath,1.0,2.0
7062,34.089040000000004,-118.28039,Entire house,2,1 bath,1.0,1.0
7067,34.064370000000004,-118.37051000000001,Entire apartment,2,1 bath,1.0,1.0
7068,34.05238,-118.27991000000002,Private room in house,2,2 shared baths,1.0,1.0
7073,34.222229999999996,-118.46319,Entire townhouse,8,2.5 baths,3.0,1.0
7074,34.10665,-118.32213,Entire apartment,2,1 bath,1.0,1.0
7075,34.11457,-118.20527,Entire house,7,3 baths,3.0,3.0
7079,34.09583,-118.37338999999999,Private room in house,2,1 private bath,1.0,1.0
7080,34.17817,-118.40891,Private room in house,2,1.5 shared baths,1.0,1.0
7082,34.03093,-118.3459,Entire apartment,8,2 baths,3.0,4.0
7084,34.04779,-118.3016,Entire apartment,2,1 bath,1.0,2.0
7085,34.14137,-118.42663999999999,Entire house,6,2 baths,3.0,4.0
7088,34.05945,-118.44195,Entire apartment,4,2 baths,2.0,3.0
7089,34.0967,-118.3032,Entire apartment,3,1 bath,1.0,1.0
7090,34.1194,-118.21045,Entire house,3,1 bath,2.0,2.0
7095,34.06406,-118.45132,Entire apartment,3,1 bath,1.0,1.0
7096,33.98688,-118.47202,Entire apartment,8,2 baths,2.0,3.0
7101,34.07853,-118.27793999999999,Entire apartment,2,1 bath,1.0,1.0
7102,34.05904,-118.37481000000001,Private room in house,1,1 private bath,1.0,1.0
7103,33.988459999999996,-118.46245,Entire house,2,1 bath,1.0,1.0
7104,34.09985,-118.31363999999999,Entire apartment,2,1 bath,1.0,1.0
7105,34.03938,-118.41925,Entire guesthouse,2,1 bath,1.0,1.0
7106,34.06899,-118.37042,Entire loft,2,1 bath,1.0,1.0
7107,33.98874,-118.46212,Entire house,2,1 bath,1.0,1.0
7108,34.03459,-118.35152,Private room in house,1,1 shared bath,1.0,1.0
7112,34.05042,-118.30243,Private room in house,1,2 shared baths,1.0,1.0
7113,34.24095,-118.44967,Entire condominium,6,2 baths,2.0,3.0
7114,34.08378,-118.2725,Private room in house,2,1 shared bath,1.0,1.0
7116,34.11525,-118.35391000000001,Entire villa,16,7 baths,6.0,9.0
7117,33.71202,-118.28918,Private room in house,2,1 private bath,1.0,1.0
7121,34.08934,-118.20268,Entire house,4,1 bath,2.0,2.0
7124,34.06329,-118.4522,Entire serviced apartment,3,1 bath,1.0,2.0
7125,34.00889,-118.33407,Entire apartment,2,1 bath,1.0,1.0
7126,34.051429999999996,-118.26368000000001,Entire apartment,3,1 bath,1.0,1.0
7128,34.03403,-118.39962,Private room in house,2,1 private bath,1.0,1.0
7129,34.09448,-118.28346,Entire bungalow,4,1 bath,1.0,1.0
7133,34.135040000000004,-118.34286999999999,Entire condominium,5,2 baths,2.0,2.0
7134,34.20832,-118.42053999999999,Entire apartment,4,1 bath,1.0,1.0
